Name,Version,Publisher,Suite Name,Suite Version,EOL Date,EOL Details
Acrobat Pro Continuous 2020.05                                            ,1.0.0000         ,Adobe,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft .NET Runtime - 8.0.11 (x64) ,64.44.23191 ,Microsoft,,,Not Researched,Information not available for individual software or unlisted suites.
Titus Classification                                                        ,22.10.2332.3  ,Titus,,,Not Researched,Information not available for individual software or unlisted suites.
InstallRoot SIPR                                                                      ,5.6,DoD-PKE,,,Not Researched,Information not available for individual software or unlisted suites.
90meter Smartcard Manager Plus                                   ,1.6.39 ,90 Meter,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft DCF MUI (English) 2016,16.0.4266.1001    ,Microsoft,Microsoft Office 2016,16.0.4266.1001,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Office Professional Plus 2016                                  ,16.0.4266.1001    ,Microsoft,Microsoft Office 2016,16.0.4266.1001,2025-10-14,All support, including security fixes, will end.
Microsoft OneNote MUI (English) 2016,16.0.4266.1001    ,Microsoft,Microsoft Office 2016,16.0.4266.1001,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Office OSM MUI (English) 2016 ,16.0.4266.1001    ,Microsoft,Microsoft Office 2016,16.0.4266.1001,2025-10-14,All support, including security fixes, will end.
Microsoft Office OSM UX MUI (English) 2016,16.0.4266.1001    ,Microsoft,Microsoft Office 2016,16.0.4266.1001,2025-10-14,All support, including security fixes, will end.
Microsoft InfoPath MUI (English) 2016,16.0.4266.1001    ,Microsoft,Microsoft Office 2016,16.0.4266.1001,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Access MUI (English) 2016  ,16.0.4266.1001    ,Microsoft,Microsoft Office 2016,16.0.4266.1001,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Office Shared Setup Metadata MUI (English) 2016,16.0.4266.1001    ,Microsoft,Microsoft Office 2016,16.0.4266.1001,2025-10-14,All support, including security fixes, will end.
Microsoft Excel MUI (English) 2016,16.0.4266.1001    ,Microsoft,Microsoft Office 2016,16.0.4266.1001,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Office Shared 64-bit Setup Metadata MUI (English) 2016,16.0.4266.1001    ,Microsoft,Microsoft Office 2016,16.0.4266.1001,2025-10-14,All support, including security fixes, will end.
Microsoft Access Setup Metadata MUI (English) 2016,16.0.4266.1001    ,Microsoft,Microsoft Office 2016,16.0.4266.1001,Not Researched,Information not available for individual software or unlisted suites.
Microsoft PowerPoint MUI (English) 2016,16.0.4266.1001    ,Microsoft,Microsoft Office 2016,16.0.4266.1001,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Publisher MUI (English) 2016,16.0.4266.1001    ,Microsoft,Microsoft Office 2016,16.0.4266.1001,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Outlook MUI (English) 2016,16.0.4266.1001    ,Microsoft,Microsoft Office 2016,16.0.4266.1001,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Office 64-bit Components 2016,16.0.4266.1001    ,Microsoft,Microsoft Office 2016,16.0.4266.1001,2025-10-14,All support, including security fixes, will end.
Microsoft Office Shared 64-bit MUI (English) 2016,16.0.4266.1001    ,Microsoft,Microsoft Office 2016,16.0.4266.1001,2025-10-14,All support, including security fixes, will end.
Microsoft Groove MUI (English) 2016,16.0.4266.1001    ,Microsoft,Microsoft Office 2016,16.0.4266.1001,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Word MUI (English) 2016,16.0.4266.1001    ,Microsoft,Microsoft Office 2016,16.0.4266.1001,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Skype for Business MUI (English) 2016,16.0.4266.1001    ,Microsoft,Microsoft Office 2016,16.0.4266.1001,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Office Proofing (English) 2016,16.0.4266.1001    ,Microsoft,Microsoft Office 2016,16.0.4266.1001,2025-10-14,All support, including security fixes, will end.
Microsoft Office Shared MUI (English) 2016,16.0.4266.1001    ,Microsoft,Microsoft Office 2016,16.0.4266.1001,2025-10-14,All support, including security fixes, will end.
Microsoft Office Proofing Tools 2016 - English,16.0.4266.1001    ,Microsoft,Microsoft Office 2016,16.0.4266.1001,2025-10-14,All support, including security fixes, will end.
Herramientas de corrección de Microsoft Office 2016: español,16.0.4266.1001    ,Microsoft,Microsoft Office 2016,16.0.4266.1001,2025-10-14,All support, including security fixes, will end.
Outils de vérification linguistique 2016 de Microsoft Office,16.0.4266.1001    ,Microsoft,Microsoft Office 2016,16.0.4266.1001,2025-10-14,All support, including security fixes, will end.
Trellix Endpoint Security Threat Prevention                                ,10.7.0          ,Trellix,Trellix Endpoint Security,10.7.0,Version Dependent,The overarching platform is active, but legacy versions are EOL.
Trellix Agent                                                               ,5.08.1002      ,Trellix,Trellix Endpoint Security,10.7.0,Version Dependent,The overarching platform is active, but legacy versions are EOL.
STIG Viewer                                                                           ,2.18,STIG Viewer,,,Not Researched,Information not available for individual software or unlisted suites.
Omnissa Horizon Agent                                                          ,8.14.0      ,Omnissa,Omnissa Horizon,8.14.0,Version Dependent,Support varies by branch. E.g., v2212 support ends July 12, 2026.
Microsoft .NET Host FX Resolver - 8.0.18 (x64)                        ,64.72.35889      ,Microsoft,,,Not Researched,Information not available for individual software or unlisted suites.
Online Plug-in                                                          ,19.12.5000.3   ,Citrix,,,2024-12-31,EOL for 1912 LTSR.
Microsoft Visual C++ 2010  x64 Redistributable  ,10.0.40219      ,Microsoft,,,Not Researched,Information not available for individual software or unlisted suites.
Citrix Workspace(DV)                                                      ,19.12.5000.3  ,Citrix,Citrix Workspace Suite,19.12.5000,2024-12-31,EOL for 1912 LTSR.
Omnissa Horizon Client                                                        ,8.14.0.20607 ,Omnissa,Omnissa Horizon,8.14.0,Version Dependent,Support varies by branch. E.g., v2212 support ends July 12, 2026.
Microsoft Visual C++ 2010  x86 Redistributable,10.0.40219    ,Microsoft,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Visual C++ 2013 x86 Minimum Runtime     ,12.0.21005        ,Microsoft,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Visual C++ 2013 x86 Additional Runtime     ,12.0.21005       ,Microsoft,,,Not Researched,Information not available for individual software or unlisted suites.
64 Bit HP CIO Components Installer                                        ,22.2.1    ,HP,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft NetBanner                                                            ,2.3.181    ,Microsoft,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft .NET Runtime - 8.0.18 (x64)                                           ,64.72.35889,Microsoft,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Visual C++ 2022 X86 Additional Runtime,14.38.33135       ,Microsoft,,,Not Researched,Information not available for individual software or unlisted suites.
Omnissa Horizon Agent Direct-Connection Plugin                                 ,8.14.0      ,Omnissa,Omnissa Horizon,8.14.0,Version Dependent,Support varies by branch. E.g., v2212 support ends July 12, 2026.
Omnissa Workspace ONE Experience Management                                   ,24.12.0.4073 ,Omnissa,Omnissa Horizon,24.12.0,Version Dependent,Support is version-specific.
Designer                                                                                ,6.5,Adobe,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Visual C++ 2022 X64 Additional Runtime    ,14.38.33135      ,Microsoft,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Visual Studio 2010 Tools for Office Runtime (x64),10.0.50908  ,Microsoft,Microsoft Visual Studio,2015,Version Dependent,Support varies by release year. Newer versions are supported.
VMware Remote Console                                                          ,12.0.2      ,Broadcom,,,Not Researched,Information not available for individual software or unlisted suites.
Trellix Policy Auditor Agent                                                        ,6.5.5 ,Trellix,Trellix Endpoint Security,10.7.0,Version Dependent,The overarching platform is active, but legacy versions are EOL.
Titus Classification (64 bit)                                                 ,22.10.2332.3 ,Titus,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Visual C++ 2022 X64 Minimum Runtime,14.38.33135       ,Microsoft,,,Not Researched,Information not available for individual software or unlisted suites.
Horizon HTML5 Multimedia Redirection Client                                         ,8.14.0 ,Omnissa,,,Version Dependent,Support varies by branch. E.g., v2212 support ends July 12, 2026.
Adobe Acrobat                                                                ,23.003.20244  ,Adobe,,,Not Researched,Information not available for individual software or unlisted suites.
Citrix Authentication Manager                                                ,19.12.5000.1 ,Citrix,Citrix Workspace Suite,19.12.5000,2024-12-31,EOL for 1912 LTSR.
Trellix Endpoint Security Adaptive Threat Protection                             ,10.7.0    ,Trellix,Trellix Endpoint Security,10.7.0,Version Dependent,The overarching platform is active, but legacy versions are EOL.
Axway Desktop Validator                                                         ,5.2,Axway,,,Not Researched,Information not available for individual software or unlisted suites.
VMware Tools                                                              ,12.4.0.23259341  ,Broadcom,,,Not Researched,Information not available for individual software or unlisted suites.
Citrix Workspace(Aero)                                                         ,19.12.5000.3,Citrix,Citrix Workspace Suite,19.12.5000,2024-12-31,EOL for 1912 LTSR.
Trellix Data Exchange Layer for TA                                          ,6.0.31021.0  ,Trellix,Trellix Endpoint Security,10.7.0,Version Dependent,The overarching platform is active, but legacy versions are EOL.
App Volumes Agent                                                               ,4.16.0.1487,Omnissa,,,Not Researched,Information not available for individual software or unlisted suites.
Trellix Endpoint Security Firewall                                                ,10.7.0  ,Trellix,Trellix Endpoint Security,10.7.0,Version Dependent,The overarching platform is active, but legacy versions are EOL.
Citrix Web Helper                                                        ,19.12.5000.2      ,Citrix,Citrix Workspace Suite,19.12.5000,2024-12-31,EOL for 1912 LTSR.
Google Chrome                                                            ,135.0.7049.42   ,Google,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Windows Desktop Runtime - 8.0.18 (x64)                          ,64.72.35986     ,Microsoft,,,Not Researched,Information not available for individual software or unlisted suites.
Citrix Workspace(USB)                                                      ,19.12.5000.3    ,Citrix,Citrix Workspace Suite,19.12.5000,2024-12-31,EOL for 1912 LTSR.
Microsoft Visual C++ 2022 X86 Minimum Runtime       ,14.38.33135   ,Microsoft,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Visual C++ 2012 x86 Additional Runtime          ,11.0.61030 ,Microsoft,,,Not Researched,Information not available for individual software or unlisted suites.
Omnissa Dynamic Environment Manager Enterprise                                ,10.14.0.2237 ,Omnissa,Omnissa Horizon,10.14.0,Version Dependent,Support is version-specific.
Microsoft Edge                                                              ,138.0.3351.83  ,Microsoft,,,Not Researched,Information not available for individual software or unlisted suites.
Trellix Endpoint Security Platform                                        ,10.7.0           ,Trellix,Trellix Endpoint Security,10.7.0,Version Dependent,The overarching platform is active, but legacy versions are EOL.
Citrix Screen Casting for Windows                                            ,19.11.100.52 ,Citrix,Citrix Workspace Suite,19.11.100,Version Dependent,Current Releases (CR) reach EOL 18 months after release.
Microsoft Visual C++ 2012 x86 Minimum Runtime   ,11.0.61030        ,Microsoft,,,Not Researched,Information not available for individual software or unlisted suites.
Acrobat Pro Continuous 2020.05                                            ,1.0.0000         ,Adobe,,,Not Researched,Information not available for individual software or unlisted suites.
Citrix Workspace Inside                                                  ,19.12.5000.65534  ,Citrix,Citrix Workspace Suite,19.12.5000,2024-12-31,EOL for 1912 LTSR.
Titus Classification                                                        ,22.10.2332.3  ,Titus,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft .NET Host - 8.0.18 (x64)                                           ,64.72.35889  ,Microsoft,,,Not Researched,Information not available for individual software or unlisted suites.
InstallRoot SIPR                                                                      ,5.6,DoD-PKE,,,Not Researched,Information not available for individual software or unlisted suites.
Self-service Plug-in                                                           ,19.12.5000.2,Citrix,,,2024-12-31,EOL for 1912 LTSR.
90meter Smartcard Manager Plus                                       ,1.6.39 ,90 Meter,,,Not Researched,Information not available for individual software or unlisted suites.
VMware Tools,12.0.0.19345655,Broadcom,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Visual C++ 2019 X64 Additional Runtime,14.29.30133,Microsoft,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Visual C++ 2019 X64 Minimum Runtime,14.29.30133,Microsoft,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Visual C++ 2019 X86 Additional Runtime,14.29.30133,Microsoft,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Visual C++ 2019 X86 Minimum Runtime,14.29.30133,Microsoft,,,Not Researched,Information not available for individual software or unlisted suites.
Cloudbase-Init ,1.1.2.0,Microsoft,,,Not Researched,Information not available for individual software or unlisted suites.
Visual C++ 2022 X64 Additional Runtime,14.36.32532,Microsoft,,,Not Researched,Information not available for individual software or unlisted suites.
NetBanner,2.3.181,Microsoft,,,Not Researched,Information not available for individual software or unlisted suites.
Edge,131.0.2903.146,Microsoft,,,Not Researched,Information not available for individual software or unlisted suites.
Axway Desktop Validator,5,Axway,,,Not Researched,Information not available for individual software or unlisted suites.
VMware Tools,12.4.0.23259341,Broadcom,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Visual C++ 2022 X86 Additional Runtime,14.36.32532,Microsoft,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Visual C++ 2022 X86 Minimum Runtime,14.36.32532,Microsoft,,,Not Researched,Information not available for individual software or unlisted suites.
InstallRoot SIPR,5.6,DoD-PKE,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Visual C++ 2022 X64 Minimum Runtime,14.36.32532,Microsoft,,,Not Researched,Information not available for individual software or unlisted suites.
90meter Smartcard Manager Plus ,1.6.39,90meter,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Update Health Tools   ,5.72.0.0  ,Microsoft Corporation,,,Not Researched,Information not available for individual software or unlisted suites.
Mozilla Firefox (x64 en-US)                      ,141.0,Mozilla,,,Not Researched,Information not available for individual software or unlisted suites.
Mozilla Maintenance Service                      ,141.0,Mozilla,,,Not Researched,Information not available for individual software or unlisted suites.
Realtek USB Audio             , 6.4.0.393,Realtek Semiconductor Corp.,,,Not Researched,Information not available for individual software or unlisted suites.
Windows Subsystem for Linux       ,2.5.9.0  ,Microsoft Corporation ,,,Not Researched,Information not available for individual software or unlisted suites.
.NET for Android Templates (x64)                                  ,35.0.39.0             , Microsoft Corporation ,,,Not Researched,Information not available for individual software or unlisted suites.
.NET MAUI SDK (x64)                                                , 9.0.14.0       , Microsoft Corporation ,,,Not Researched,Information not available for individual software or unlisted suites.
.NET MAUI SDK (x64)                                                       ,8.0.100.0   , Microsoft Corporation ,Microsoft .NET,8,Not Researched,Information not available for individual software or unlisted suites.
.NET MAUI Templates (x64)                                           ,8.0.100.0    , Microsoft Corporation ,Microsoft .NET,8,Not Researched,Information not available for individual software or unlisted suites.
.NET MAUI Templates (x64)                                           , 9.0.14.0     , Microsoft Corporation ,,,Not Researched,Information not available for individual software or unlisted suites.
Adobe Acrobat (64-bit)                                                              ,25.001.20577              ,Adobe        ,,,Not Researched,Information not available for individual software or unlisted suites.
Application Verifier x64 External Package             ,10.1.22000.832              ,Microsoft         ,,,Not Researched,Information not available for individual software or unlisted suites.
Application Verifier x64 External Package            ,10.1.18362.1 ,Microsoft         ,,,Not Researched,Information not available for individual software or unlisted suites.
Application Verifier x64 External Package               ,10.1.19041.685,Microsoft         ,,,Not Researched,Information not available for individual software or unlisted suites.
Application Verifier x64 External Package (DesktopEditions)                      ,10.1.26100.2454,Microsoft         ,,,Not Researched,Information not available for individual software or unlisted suites.
Application Verifier x64 External Package (DesktopEditions)                       ,10.1.22621.3233,Microsoft         ,,,Not Researched,Information not available for individual software or unlisted suites.
Application Verifier x64 External Package (OnecoreUAP)                             ,10.1.22621.3233,Microsoft         ,,,Not Researched,Information not available for individual software or unlisted suites.
Application Verifier x64 External Package (OnecoreUAP)                              ,10.1.26100.2454,Microsoft         ,,,Not Researched,Information not available for individual software or unlisted suites.
DiagnosticsHub_CollectionService                   ,17.12.35318, Microsoft Corporation ,,,Not Researched,Information not available for individual software or unlisted suites.
Docker Desktop                 , 4.40.0 ,Docker Inc.,,,Not Researched,Information not available for individual software or unlisted suites.
Git                      ,2.49.0,The Git Development Community,,,Not Researched,Information not available for individual software or unlisted suites.
64 Bit HP CIO Componenets Installer,2.2.6,,,,Not Researched,Information not available for individual software or unlisted suites.
DoD Secure Host Baseline,10.5.0,,,,Not Researched,Information not available for individual software or unlisted suites.
HID OMNIKEY CCID Driver,2.0.0.4,,,,Not Researched,Information not available for individual software or unlisted suites.
McAfee Endpoint Security Web Control,10.7.0,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Edge Update,1.3.195.57,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Office Professional Plus 2016,16.0.4266.1001,,Microsoft Office 2016,16.0.4266.1001,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Pollicy Platform,68.1.1010.0,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft S/MIME Control for Outlook on the web for Chrome,15.21.1532,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Visual C++ 2008 Redistributable - x64 9.0.30729.6161,9.0.30729.6161,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Visual C++ 2010 x64 Redistributable - 10.0.40219,10.0.40219,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Visual C++ 2013 Redistributable (x64) - 12.0.30501,12.0.30501.0,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Visual C++ 2013 Redistributable (x64) - 12.0.40664,12.0.40664.0,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Visual C++ 2013 Additional Runtime - 12.0.40664,12.0.40664,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Visual C++ 2013 Minimum Runtime - 12.0.40664,12.0.40664,,,,Not Researched,Information not available for individual software or unlisted suites.
Salt Minion 3004 (Python 3),3004,,,,Not Researched,Information not available for individual software or unlisted suites.
Security Update for Microsoft Excel 2016,KB5002717 32-Bit Edition,,Microsoft Office 2016,16.0.4266.1001,Not Researched,Information not available for individual software or unlisted suites.
Security Update for Microsoft Office 2016,KB3114690 32-Bit Edition,,Microsoft Office 2016,16.0.4266.1001,Not Researched,Information not available for individual software or unlisted suites.
Security Update for Microsoft Office 2016,KB4011574 32-Bit Edition,,Microsoft Office 2016,16.0.4266.1001,Not Researched,Information not available for individual software or unlisted suites.
Security Update for Microsoft Office 2016,KB4475587 32-Bit Edition,,Microsoft Office 2016,16.0.4266.1001,Not Researched,Information not available for individual software or unlisted suites.
Security Update for Microsoft Office 2016,KB4022176 32-Bit Edition,,Microsoft Office 2016,16.0.4266.1001,Not Researched,Information not available for individual software or unlisted suites.
Security Update for Microsoft Visio 2016,KB5002634 32-Bit Edition,,Microsoft Office 2016,16.0.4266.1001,Not Researched,Information not available for individual software or unlisted suites.
Titus Classification,20.3.2048.1,,,,Not Researched,Information not available for individual software or unlisted suites.
Titus Classification (64 bit),20.3.2048.1,,,,Not Researched,Information not available for individual software or unlisted suites.
Update for Microsoft Office 2016,KB2920717 32-Bit Edition,,Microsoft Office 2016,16.0.4266.1001,Not Researched,Information not available for individual software or unlisted suites.
Update for Microsoft Office 2016,KB2920720 32-Bit Edition,,Microsoft Office 2016,16.0.4266.1001,Not Researched,Information not available for individual software or unlisted suites.
Update for Microsoft Office 2016,KB3115081 32-Bit Edition,,Microsoft Office 2016,16.0.4266.1001,Not Researched,Information not available for individual software or unlisted suites.
Update for Microsoft Office 2016,KB3118262 32-Bit Edition,,Microsoft Office 2016,16.0.4266.1001,Not Researched,Information not available for individual software or unlisted suites.
Update for Microsoft Office 2016,KB3118263 32-Bit Edition,,Microsoft Office 2016,16.0.4266.1001,Not Researched,Information not available for individual software or unlisted suites.
Update for Microsoft Office 2016,KB4464587 32-Bit Edition,,Microsoft Office 2016,16.0.4266.1001,Not Researched,Information not available for individual software or unlisted suites.
Update for Microsoft Office 2016,KB5002050 32-Bit Edition,,Microsoft Office 2016,16.0.4266.1001,Not Researched,Information not available for individual software or unlisted suites.
Update for Microsoft Office 2016,KB5002466 32-Bit Edition,,Microsoft Office 2016,16.0.4266.1001,Not Researched,Information not available for individual software or unlisted suites.
Update for Microsoft Visio Viewer 2016 ,KB2920709 32-Bit Edition,,Microsoft Office 2016,16.0.4266.1001,Not Researched,Information not available for individual software or unlisted suites.
Vulkan Run Time Libraries 1.0.11.1,1.0.11.1,,,,Not Researched,Information not available for individual software or unlisted suites.
Windows Driver Package - HID Global (cxbu0x64) SmartCardReader (05/25/2017 1.2.29.156),05/25/2017 1.2.29.156,,,,Not Researched,Information not available for individual software or unlisted suites.
Windows Driver Package - HID Global (cxru0x64) SmartCardReader (05/25/2017 1.2.29.156),05/25/2017 1.2.29.156,,,,Not Researched,Information not available for individual software or unlisted suites.
90meter Smartcard Manager Plus 1.6.39-S,1.6.39,,,,Not Researched,Information not available for individual software or unlisted suites.
Axway Desktop Validator,5.2,,,,Not Researched,Information not available for individual software or unlisted suites.
Google Update Helper,1.3.36.31,,,,Not Researched,Information not available for individual software or unlisted suites.
Java 8 Update 401 ,8.0.4010.10,,Java,8.0.4010.10,Not Researched,Information not available for individual software or unlisted suites.
Java 8 Update 401 (64-bit),8.0.4010.10,,Java,8.0.4010.10,Not Researched,Information not available for individual software or unlisted suites.
McAfee Endpoint Security Adaptive Threat Protection,10.7.0,,,,Not Researched,Information not available for individual software or unlisted suites.
McAfee Endpoint Security Firewall,10.7.0,,,,Not Researched,Information not available for individual software or unlisted suites.
McAfee Endpoint Security Threat Prevention,10.7.0,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Build of OpenJDK 11.0.24+8 (x64),11.0.24.8,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Visual Studio 2010 Tools for Office Runtime (x64),10.0.50903,,Microsoft Visual Studio,2015,Not Researched,Information not available for individual software or unlisted suites.
Nessus Agent (x64),10.6.4.20015,,,,Not Researched,Information not available for individual software or unlisted suites.
Trellix Agent,5.8.1.313,,Trellix Endpoint Security,10.7.0,Not Researched,Information not available for individual software or unlisted suites.
Trellix Data Exchange Layer for TA,6.0.3.1021,,Trellix Endpoint Security,10.7.0,Not Researched,Information not available for individual software or unlisted suites.
Trellix Policy Auditor Agent,6.5.5.247,,Trellix Endpoint Security,10.7.0,Not Researched,Information not available for individual software or unlisted suites.
ARMOR ,15.64.210323,,,,Not Researched,Information not available for individual software or unlisted suites.
ASSET,6.1.5.0,,,,Not Researched,Information not available for individual software or unlisted suites.
ASSET 6.1.5,6.1.5,,,,Not Researched,Information not available for individual software or unlisted suites.
ESRI MapObjects 2 Runtime,,,,,Not Researched,Information not available for individual software or unlisted suites.
GIANT 5.4.2,5.4.2.1,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Access database engine 2010 (English),14.0.7015.1000,,Microsoft Office 2016,16.0.4266.1001,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Visual C++ 2012 x64 Additional Runtime ,11.0.61030,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Visual C++ 2013 Redistributable (x86),12.0.40660,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Visual C++ 2013 x86 Additional Runtime,12.0.40660,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Visual C++ 2013 x86 Minimum Runtime,12.0.40664,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Visual C++ 2015-2019 Redistributable (x86),14.22.27821,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Visual C++ 2015-2022 Redistributable (x64),14.31.31103,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Visual C++ 2019 x86 Additional Runtime,14.22.27821,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Visual C++ 2019 x86 Minimum Runtime,14.22.27821,,,,Not Researched,Information not available for individual software or unlisted suites.
SIEED ,2.2.0,,,,Not Researched,Information not available for individual software or unlisted suites.
SIMDIS,NRL_JAARDS_v10.0_SR9_win64_vc-14.2,,,,Not Researched,Information not available for individual software or unlisted suites.
Vulkam Run Time Libaries ,1.0.51.0,,,,Not Researched,Information not available for individual software or unlisted suites.
7-ZIP 23.01 (x64),23.01,,,,Not Researched,Information not available for individual software or unlisted suites.
Converter,1.8.2.36,,,,Not Researched,Information not available for individual software or unlisted suites.
Google Chrome,129.0.6668.59,,,,Not Researched,Information not available for individual software or unlisted suites.
Intel(R) Chipset Device Software,10.1.18121.8146,,,,Not Researched,Information not available for individual software or unlisted suites.
Intel(R) Management Engine Components,1.0.0.0,,,,Not Researched,Information not available for individual software or unlisted suites.
Intel(R) Management Engine Components,2036.15.0.1835,,,,Not Researched,Information not available for individual software or unlisted suites.
Intel(R) Trusted Connect Services Client,1.61.251.0,,,,Not Researched,Information not available for individual software or unlisted suites.
JRE Client ,5.3,,,,Not Researched,Information not available for individual software or unlisted suites.
JWinWAM ,2.3.5175,,,,Not Researched,Information not available for individual software or unlisted suites.
Link 16 Bridge,1.1.0.631,,,,Not Researched,Information not available for individual software or unlisted suites.
Maxx Audio Installer (x64),2.7.12253.1,,,,Not Researched,Information not available for individual software or unlisted suites.
McAfee DLP Endpoint,11.6.600.22,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft .NET Standard Targeting Pack - 2.1.0 (x86),24.0.28113,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Edge WebView2 Runtime,136.0.3240.76,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft VC++ redistributables repacked,12.0.0.0,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Visual C++ 2005 Redistributable,8.0.61001,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Visual C++ 2012 Redistributable (x86),11.0.61030,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Visual C++ 2017 Redistributable (x86) ,14.16.27033,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Visual C++ 2017 x64 Additional Runtime,14.16.27033,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Visual Studio 2010 Tools for Office Runtime (x64),10.0.60724,,Microsoft Visual Studio,2015,Not Researched,Information not available for individual software or unlisted suites.
Microsoft Visual Studio 2010 Tools for Office Runtime (x64),10.0.60729,,Microsoft Visual Studio,2015,Not Researched,Information not available for individual software or unlisted suites.
Microsoft.NET.Sdk.Android.Manifest-8.0.100 (x86),34.0.43,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft.NET.Sdk.Aspire.Manifest-8.0.100 (x86),64.0.5426,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft.NET.Sdk.MacCatalyst.Manifest-8.0.100 (x86),17.0.8478,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft.NET.Sdk.macOS.Manifest-8.0.100 (x86),14.0.8478,,,,Not Researched,Information not available for individual software or unlisted suites.
Microsoft.NET.Sdk.tvOS.Manifest-8.0.100 (x86),17.0.8478,,,,Not Researched,Information not available for individual software or unlisted suites.
Mission Controller,20.0.0.240,,,,Not Researched,Information not available for individual software or unlisted suites.
MultiRouter,2.1.4,,,,Not Researched,Information not available for individual software or unlisted suites.
MUSE Aircraft Modules,20.0.0.170,,MUSE Suite,20,Not Researched,Information not available for individual software or unlisted suites.
MUSE Aircraft Player,20.0.0.170,,MUSE Suite,20,Not Researched,Information not available for individual software or unlisted suites.
MUSE BUILDER,20.0.0.170,,MUSE Suite,20,Not Researched,Information not available for individual software or unlisted suites.
MUSE DIS Game Interface,19.3.2.217,,MUSE Suite,19,Not Researched,Information not available for individual software or unlisted suites.
MUSE DIS Viewer Module ,1.2.1.40,,,,Not Researched,Information not available for individual software or unlisted suites.
MUSE FMV Payload Player,20.0.0.117,,MUSE Suite,20,Not Researched,Information not available for individual software or unlisted suites.
MUSE SAR MTI Payload,2..2.0.622,,,,Not Researched,Information not available for individual software or unlisted suites.
MUSE Service,3.0.1.156,,,,Not Researched,Information not available for individual software or unlisted suites.
MUSE Visual Player,2.6.0.471,,,,Not Researched,Information not available for individual software or unlisted suites.
