Product Name,Date Certified,Certification Expiry,Days to Certify
 TRIAD II v2.x,2/27/2023,2/27/2026,594
DRUID AI v1.x,2/27/2023,2/27/2026,102
REALM-PC Client v5.x,,,
Automated Cost Estimating Integrated Tools (ACEIT) v8.x,2/22/2023,2/22/2026,495
Encryption Wizard (EW) - Unified Edition v4.x - FIPS,2/22/2023,2/22/2026,39
Roxio Creator Silver NXT 8 v21.x,2/15/2023,4/9/2024,798
Autodesk AutoCAD 2023 v24.x,2/15/2023,2/15/2026,249
Siemens NX v1953,,,
Metalogix Content Matrix v9.x,,,
Board 12 Office Add-In v12.x,2/9/2023,2/9/2026,505
PowerLOGJ2 _PLJ2_ v13.x,,,
COMPASS v7.x,,,
On Premises Data Gateway_Personal Mode_ v3000.x,,,
Phantom Cine Viewer (CV) v3.x,2/7/2023,2/7/2026,480
Integrated Cost As an Independent Variable (I-CAIV) v5.x,1/31/2023,1/31/2026,473
ASAP Systems v6.x,,,
Numerical Propulsion System Simulation (NPSS) v3.x,1/26/2023,9/11/2023,624
AMQ UCI Decoder Interface  (AUDI) - Test Drive v2.x,1/26/2023,1/26/2026,8
QuickView v7.x,,,
Progress Telerik v2021.2.x,,,
PixEdit Desktop v8.x,1/18/2023,1/18/2026,0
Macrium Reflect Workstation v8.x,1/18/2023,1/18/2026,204
Kafka Interface Adapter (KIA) v5.x,1/13/2023,1/13/2026,8
e4Clicks Project Estimator Professional (Desktop) v2.x,1/12/2023,1/12/2026,517
Tricentis TOSCA v15.x,,,
e4Clicks Project Estimator Professional (Server) v2.x,1/12/2023,1/12/2026,517
Integrated Cost Estimation (ICE) Tool v8.x,1/12/2023,1/12/2026,631
ConfigOS Suite v2.8x,,,
Ballistics Tool v3.x,,,
Polaris Digital Wrench v4.x,,,
MissionKit vv2022.x,,,
DBArtisan v18.X,,,
Adobe Premiere Pro vJune 22.5,,,
Evidence Collection Manager (EMCX) v5.x,,,
Autodesk Maya v2022.x,,,
Numerical Propulsion System Simulation _NPSS_-IDE v2.x,,,
Numerical Propulsion System Simulation _NPSS_- EMI v14.x,,,
WIE Cyber Dashboard v1.x,12/21/2022,10/14/2025,484
Winzip Pro v27.x,,,
Acumen Suite v8.x,12/21/2022,12/21/2025,413
Passive Capture Tool (PCT) v1.x,12/21/2022,12/21/2025,76
Mission Data Programming Application _MDPA_ v5.x,,,
GETAC Enterprise v3.x,,,
ChangeGear Desktop Client v8.x,12/13/2022,12/13/2025,853
SharePoint ODBC Driver v21.x,,,
SQL Server Management Studio _SSMS_ v18.x,,,
Broad Application for Multipoint Fatigue (BAMpF) v8.x,12/8/2022,12/8/2025,29
F16 Human Engineering Development Software v2.X,1/29/2020,1/29/2023,166
Air Force Standard Desktop Configuration (SDC) v10.x,8/3/2021,8/3/2024,24
Tanker Maneuver Calculator v1.x,6/29/2022,6/29/2025,111
Virtualitics Immersive Platform v1.x,12/6/2022,12/6/2025,514
Design Expert v13.x,12/6/2022,12/6/2025,14
Reiner PCSet Graphic Version 6.x,12/6/2022,12/6/2025,27
Create-FT Capstone v12.x,12/6/2022,9/11/2023,32
Robust Automated Scoring System  (RASS) v9.x,12/6/2022,12/6/2025,40
Getac Utility v100.x,12/6/2022,12/6/2025,7
Interactive Analysis & Display System (IADS) v9.x,11/30/2022,11/30/2025,201
Airfield Information Management System v1.x,,,
Adobe Creative Cloud Suite v2021.x,,,
Directory Toolkit v8.x,11/21/2022,11/21/2025,3
BPLogix Process Director v5.x,11/18/2022,11/18/2025,302
Epson Scan 2 Utility v6.x,11/18/2022,11/18/2025,0
Microsoft Bookings vCurrent,,,
Proficiency Time Tracker (ProTime) v1.X,11/17/2022,11/17/2025,194
Apptricity Enterprise Asset and Inventory Management v7x,11/16/2022,11/16/2025,537
Simcenter FEMAP 2022 v22.x,11/16/2022,7/18/2025,5
Adobe Robohelp v2020,,,
Secure Logix ETM _R_ System Software v8.3.0,,,
Tableau Prep Builder v2022.x,11/8/2022,11/11/2023,172
Global Procedure Designer v6.x,11/7/2022,9/11/2023,96
Archibus Smart Client v26.2,,,
Air Conformity Applicability Model (ACAM) v5.x,11/4/2022,11/4/2025,15
Tableau Desktop v2022.x,11/4/2022,9/11/2023,168
Solidworks Integration Manager with Teamcenter (SWIM) v13.x,11/4/2022,11/4/2025,1
Automated Data Cleanup  (ADC) v2.x,11/4/2022,11/4/2025,2
Protection! Licensing Server v5.x,11/1/2022,10/1/2023,557
Building Life Cycle Cost (BLCC) v5.x,11/1/2022,11/1/2025,417
Systems Effectiveness Analysis Simulations (SEAS) v 3.x,,,
AppGate SDP v5.2*,,12/31/2021,
Crossmatch L Scan Essentials SDK v8.x,10/26/2022,4/9/2024,90
Adobe Creative Cloud (CC) Design Tools 2021 Suite v1.x,,,
HP Scan Basic Device Software v51.x,10/19/2022,10/19/2025,308
Personal Computer Debriefing System (PCDS) v6.x,10/20/2022,10/20/2025,7
SmartDraw 2020 vv27.X,,,
Micro Focus Silk Meter v21.X,,,
Deltek Open Plan Professional v8.x,10/14/2022,10/14/2025,542
NLign Smart Tool Connector v8.x,,,
NLign Smart Tool Connector v8.x,10/5/2022,3/31/2025,99
Explosives Safety Siting (ESS) v6.x,10/3/2022,10/3/2025,446
Solidworks Premium 2022 v30.x,10/4/2022,10/4/2025,798
License Manager for SolidWorks 2022 v30.x,10/3/2022,10/3/2025,817
Multi-link Translator and Display System (MTDS) v7.x,10/3/2022,10/3/2025,194
Anaconda3 2021.05 _Python 3.8.8 64-bit_ v2021.05,,,
PowerDB v11.x,,,
Master Threat Database (MTD) v12.x,9/22/2022,9/22/2025,180
Multi-System EW Reprogramming Integrated Tool Set (MERITS) v12.x,9/22/2022,9/22/2025,180
Gurobi Optimizer v9.1,,,
On-premises Data Gateway v3000.72.6,,,
IBM Engineering Lifecycle Management v7.x,,,
NLign Teamcenter Integrator v8.x,9/20/2022,3/31/2025,31
ArcGIS Desktop v10.x,,,
Cameo Enterprise Architecture v2022x,9/12/2022,9/12/2025,44
Leica TruView 2022 v22.x,9/8/2022,4/9/2024,743
SQL Anywhere v17.x,9/8/2022,9/8/2025,63
TOAD for Oracle v16.x,9/8/2022,9/8/2025,42
Replace Studio Professional v9.x,9/8/2022,9/8/2025,1
Cyber Technology Maturation Framework (CTMF) v4.x,9/6/2022,9/6/2025,12
Joint Network Design Aid (JNDA) v9.x,9/6/2022,9/6/2025,558
Oracle Work & Asset Management (WAM) v2.x,9/6/2022,9/6/2025,1162
T-38C Data Analysis v1ersion 15.x,9/6/2022,9/6/2025,53
ASP.NET Core Hosting Bundle v6.x,9/6/2022,9/6/2025,12
Cisco WebEx Client v41.x,,,
Cardfile v3.x,8/31/2022,8/31/2025,40
Brother P-Touch Editor  v5.x,8/31/2022,8/31/2025,78
Aircraft Sustainability Model (ASM) v11.x,8/29/2022,8/29/2025,23
NCheck v8.x,8/29/2022,8/29/2025,9
T-38C Mission Debrief System v10.x,8/29/2022,8/29/2025,45
Weapon Effects Analysis Probability Software (WEAPS) v3.x,8/29/2022,8/29/2025,107
Dameware Remote Support v12.x,8/24/2022,4/9/2024,823
SteelCentral Aternity Agent v12.x,8/23/2022,8/23/2025,556
Central TechOrder Repository MetaData Capture (CTOR MDC) Tool v1.x,8/22/2022,8/22/2025,4
Resource Management Tool (RMT) v1.x,8/22/2022,8/22/2025,516
Easily Applicable Graphical Layout Editor (EAGLE) v9.x,,,
NCheck v8.x,,,
NLign Smart Tool Connector v8.x,,,
Data Interactive Visualization and Analysis _DIVA_ v2.x,,,
ESChat v11.x,8/10/2022,8/10/2025,559
Air Traffic Activity Reporting System v4.x,8/11/2022,8/11/2025,253
Numerical Propulsion System Simulation _NPSS_- CORE v3.x,,,
T-38C Desktop Trainer v10.x,8/5/2022,8/5/2025,21
NLign Teamcenter Integrator v8.x,,,
InSight Data Download Tool (DDT) v1.x,7/28/2022,7/28/2025,707
GPS Interference and Navigation Tool (GIANT) v5.x,7/28/2022,7/28/2025,134
Terminal Advisory Service  (TAS) v1.x,7/28/2022,7/28/2025,139
Now Micro - Recast Right Click Tools v3.1.6611,,,
Microsoft Azure DevOps Server v2020,,,
FMAudit Onsite v4.0.4.0,,,
Galaxy Simulation Builder (GSB) Desktop v8.x,7/20/2022,7/20/2025,438
Galaxy Simulation Builder (GSB) Server v8x,7/20/2022,7/20/2025,435
SEER for Hardware (SEER-H) v8.x,7/19/2022,7/19/2025,454
PTC Mathcad Prime v8.x,7/19/2022,7/19/2025,581
International Advanced Medium Range Air-to-Air Missile (AMRAAM) Raytheon Simulation (ARS) v8.x,7/19/2022,7/19/2025,70
Proteus Configurator v2.x,,,
EnvisionData v1.x,,,
Multi-Source Correlator Tracker _MSCT_ Display Client v5.x,,,
NCheck v8.x,,,
WinTAK_ v4.x,,,
CorelDRAW Graphics Suite v2021,,,
Huntron Workstation 4.3 v4.3.8042,,,
Altium Designer v22,,,
Avaya Workplace Client for Windows v3.24.0.84.19,,,
Zebra Designer v3.2.2.611,,,
Contingency Quarters Management  Accountability Platform (CQMAP) v1.x,6/27/2022,6/27/2025,186
Fortify SCA and Applications v21.x,6/27/2022,6/27/2025,11
Tokay BackFlow Prevention _BFP95_ v5.9.x,,,
Command Professional Edition v2.1,,,
Probability_Consequence Screening (P_CS) Tool v5.x,6/16/2022,6/16/2025,440
TCMax Asset Management Suite Version 9.x,6/14/2022,5/12/2024,424
AnyLogic Professional v8.x,6/14/2022,6/14/2025,73
AFGROW v5.x,6/10/2022,4/9/2024,50
BlueBeam Revu 20 eXtreme v2020,,,
CaptureOn Touch Pro v4,,,
Micro Focus UFT One v21.x,5/23/2022,5/23/2025,195
Takeoff and Landing Data Common Component (TOLD CC) v4.x,5/23/2022,4/9/2024,24
Modular Integrated Tracking Solution (MITS) Control Software v2.x,5/19/2022,5/19/2025,62
Operational Test and Evaluations System (OTEMS) v2.x,5/18/2022,5/18/2025,69
TaskView  (64-bit) v5.x,5/18/2022,5/18/2025,5
Telerik UI for ASP.NET MVC v2022,,,
Telerik UI for ASP.NET Core v2022,,,
PIX4DMapper v4.7.5,,,
Adobe XD v47.0.22,,,
OWLSS Data Converter v1.x,5/17/2022,5/17/2025,383
Comprehensive Engine Trending And Diagnostic System (CETADS) v3.x,5/16/2022,5/16/2025,45
Board v10.x,3/29/2021,3/29/2024,471
Board Office Add-in v10.x,6/22/2021,6/22/2024,665
MQ-9 Master Question File _MQF_ v2.x,,,
MQ-9 3D MX Explorer v2.x,,,
MQ-9 3D Explorer_Ops3DX_ v2.x,,,
Advanced Acoustic Model Version 3.x,5/6/2022,5/6/2025,678
HH-60W ETOOL Client Application v1.x,,,
Statistical Analysis System _SAS_ Server v9.x,,,
SurgeTrak v1.x,5/2/2022,5/2/2025,80
Panasonic Scanner Software Download Tool 4100 v4.1.0.0,,,
Articulate 360 vSaaS,,,
TTCWare v3.x,4/26/2022,4/26/2025,3
Document Automated Development System (DADS)  Atom v1.x,4/26/2022,4/26/2025,81
AppDynamics v4.5.9.5734,,,
Autodesk 3DS Max v2022.x,,,
ONE Disconnected Client v3.x,4/25/2022,4/25/2025,61
Spectrum Protect v8.x,,,
Adobe Livecycle Designer vEnterprise Suite 4,,,
WinEst Pro Plus v15.x,4/21/2022,4/21/2025,415
Arena Simulation v16x,4/21/2022,4/10/2023,938
IBM Rational DOORS Server v9.x,,,
IBM Rational DOORS Client v9.x,,,
Host Mission Data Generator (MDG) v3.x,4/21/2022,4/21/2025,231
Relativity Desktop Client v12.x,4/18/2022,4/18/2025,396
Igor Pro v9.x,4/15/2022,4/15/2025,1039
AN/ARC-210 Fill Program (AFP) v10.x,11/18/2021,11/18/2024,482
COMPASS v7.v,,,
PowerLog J2 v13.x,,,
Microsoft SQL Server Management Studio _SSMS_ v18.x,,,
VideoScribe v3.6,,,
Understand v6.x,4/6/2022,4/6/2025,330
NThread Server v7.x,,,
Conversational AI v11.x,,,
MicroStation CONNECT Edition v10.x,,,
PAVER v7.x,3/31/2022,3/31/2025,505
Precision Targeting Module (PTM) v7.x,3/31/2022,3/31/2025,315
Microsoft Power Toys v0.29.3,,,
Pavement Computer Assisted Structural Engineering (PCASE) v7.x,3/25/2022,3/25/2025,51
Micro Focus Silk Central v21.x,3/28/2022,3/28/2025,544
Microsoft Power Automate v2011.1,,,
Micro Focus Silk Performer v21.x,3/25/2022,1/10/2023,735
Electronic 2875 (e2875) System v1.x,3/25/2022,3/25/2025,23
TopCon EZ Capture Software v2.02,,,
Autodesk Vault Professional 2022 v27.x,,,
Hardware driver for Wacom Intous Tablet v6.3.42,,,
NLign Client v8.x,3/17/2022,3/17/2025,7
HARM Targeting System (HTS) Threat Planner v4.x,3/16/2022,3/16/2025,176
Microsoft Visual Studio 2022 Enterprise v17.x,,,
Micro Focus Silk Test v21.x,3/15/2022,9/11/2023,725
Wing Intelligence (WI) Toolkit v3.x,3/14/2022,,1026
Transparent Screen Lock (TSL) SMART v7.x,3/14/2022,3/14/2025,475
Tactical Hardware Test Facility (THTF) vE7.x,3/14/2022,3/14/2025,149
Micro Focus Silk Performer v21.x,,,
Micro Focus UFT One v15.x,,,
CaptureOnTouch Pro v4.5.3021,,,
Oxygen XML Editor vv22.x,,,
Olympus Dictation Management System (ODMS) R7 Dictation Management/Transcription Management (DM/TM) Version 7.x,3/7/2022,3/7/2025,249
Automated Order Tracking System (AOTS) v3.x,3/8/2022,3/8/2025,87
Appian v20.x,3/8/2022,3/8/2025,342
Amazon Workspaces Windows Desktop Client v4.x,3/7/2022,11/11/2023,19
Relativity Records Manager (R2M) v3.x,3/7/2022,4/9/2024,527
BOMGAR Remote Support v19.x,,,
SnagIT v2022,,,
AUDT Mid-Tier Server v2.2.5,,,
Informatica Axon v7.2,,,
Integrated Solutions for Situational Awareness Workstation (ISSA-Wks) v1.x,2/16/2022,2/16/2025,48
Prepar3D Professional v5.3.15.28131,,,
ALCS External Client Application v4.6,,,
Teletronics Technology Corporation _TTC_ TTCWare v3.X,,,
ELAN Precise Page Positioning (PPP) v3.x,2/3/2022,2/3/2025,1
Document Automated Development System (DADS) Converter v1.x,2/3/2022,2/3/2025,21
Pavement Computer Assisted Structural Engineer v2.X,,,
Job Access With Speech _JAWS_ v2021,,,
Trados Studio 2021 Professional v16.x,1/28/2022,1/28/2025,478
Mastercam v2022,,,
LITENING Pilot Vehicle Interface (PVI) Simulator for Software Capabilities Upgrade (SCU) v3.x,1/25/2022,1/25/2025,54
HP Web JetAdmin v10.X,,,
Master Air Attack Planning Toolkit (MAAPTK) Server v2.x,1/24/2022,4/9/2024,514
Master Air Attack Planning Toolkit (MAAPTK) Client v2.x,1/24/2022,4/9/2024,514
Authorization Tracker v2.x,1/20/2022,1/20/2025,673
Power Automate for Desktop v2.x,,,
AutoCAD v2022.x,,,
Microsoft Analyze in Excel v15.x,,,
BlackBerry Connectivity v1.0.19.352,,,
BlackBerry Access v3.0.1,,,
BlackBerry Notes v3.1.0,,,
BlackBerry Tasks v3.1.0,,,
SmartOffice for BlackBerry v3.x,,,
BlackBerry Edit v3.1.0,,,
BlackBerry Connect v3.1.0,,,
BlackBerry Work v3.1.0,,,
Blackberry UEM Client v12.42.2759,,,
Automated Weight and Balance System (AWBS) v10.x,1/13/2022,1/13/2025,5
ADOBE FrameMaker v16.0.3,,,
F-15 Fully Automated Debrief System (FADS) v1.x,1/7/2022,1/7/2025,70
Teamcenter Integration for Creo (IPEM) v13.x,1/4/2022,1/4/2025,17
C2Core Air Server v3.x,1/4/2022,1/4/2025,501
Vandyke SecureCRT v9.x,,,
SecureFX v9.x,,,
PlaneBook v5.x,12/21/2021,12/21/2024,80
ForeFlight v13.x,12/21/2021,12/21/2024,80
MQ-9 Master Question File (MQF) v2.x,12/21/2021,12/21/2024,138
Enhanced Technical Information Management System (ETIMS) Client (Secondary/Slave) v5.x,12/3/2021,10/10/2024,70
Aircraft Design,(8) Completed,11/18/2021,12/21/2021
Joint Engineering Data Management Information and Control System (JEDMICS) Upload System (JUST) 32 v5.x,12/21/2021,12/21/2024,7
Air Force TMSS Tagging Toolset (AFT3) v1.x,12/21/2021,12/21/2024,7
C2Core Air Client v3.x,12/13/2021,12/13/2024,479
Warner Robins Programmed Depot Maintenance and Mods MWR-PDMM v1.0,,,
Gulfstream Performance v2.11.1594,,,
Micro Focus Application Lifecycle Management _ALM_ v15.x,,,
Fortify Software Security Center v20.x,,,
Avionics Systems Susceptibility and Risk Analysis Toolkit (ASSURANT) Database v4.x,12/3/2021,12/3/2024,155
Enhanced Technical Information Management System (ETIMS) Client (Primary/Master) v5.x,12/3/2021,10/20/2024,226
MQ-9 Maintenance 3D Explorer (Mx3DX) v2.x,12/3/2021,12/3/2024,120
Engineering Equation Solver (EES) v11.x,12/3/2021,12/3/2024,63
PEX Database Manager v5.x,12/3/2021,12/3/2024,80
CHEETAH v9.0,,,
MQ-9 3D OPs Explorer v2.x,11/23/2021,11/23/2024,110
B-52H Take Off and Landing (mTOLD) Version 1.x,11/23/2021,11/23/2024,102
GXP Xplorer Server v2.3.6,,,
Snagit vv2021.x,,,
ELAN PDF and Drawing Extractor (ELAN PDE) MS SQL Edition v3.x,11/22/2021,11/22/2024,11
Guided Missile - Launcher Test Set (GM-LTS) View v5.x,11/22/2021,11/22/2024,80
Creo Parametric v7.x,11/18/2021,1/10/2023,70
TeamMate v21.x,11/18/2021,4/11/2023,230
SDL Machine Translation Edge v8,,,
AutoDesk License Manager v11.x,11/17/2021,11/17/2024,7
CADIQ v14.x,11/17/2021,11/17/2024,11
Vects Mpt v21.x,11/17/2021,11/17/2024,77
Wet Bulb Service v1,,,
ScanSnap Manager v7.x,,,
DoorKing_ Remote Account Manager Software v1800 Series,,,
Micro Focus Application Lifecycle Management _ALM Server_ v15.x,,,
OpenBuildings Designer v10.x,,,
Netwrix Auditor v10x,11/9/2021,11/9/2024,544
Descartes v10.x,,,
Microstation v10.x,,,
Microsoft PowerToys v0.49,,,
C2Core Air Web v3.x,11/2/2021,11/2/2024,438
Combat Net Radio Network Initialization Data Load Plan (CNIP) v1.x,11/1/2021,10/24/2024,108
Informatica Developer v10.5,,,
ARAS Innovator v12.x,10/27/2021,10/27/2024,326
Microsoft (MS) Power Business Intelligence (PowerBI) Desktop v2.x,,,
NIST Reference Fluid Thermodynamic and Transport Properties Database (REFPROP) v10.x,10/25/2021,10/25/2024,72
Avionics Systems Susceptibility and Risk Analysis (ASSURANT) Desktop v4.x,10/25/2021,10/25/2024,116
KC-10 Weight and Balance (WB) v4.x,10/25/2021,10/25/2024,89
C-5 Automated Form F (AFF) v1.x,10/25/2021,10/25/2024,89
KC-135 Weight and Balance (WB) v4.x,10/25/2021,10/25/2024,89
SOCET GXP v4.4.4,,,
BlackBoard Learn v9.x,,,
HP Advance - Pull Printing_Innovate Audit v1.xx,,,
Permissions Reporter v3.x,,,
MicroSoft Power BI Pro v2.96.701.0,,,
Kornucopia ML v4.0-02,,,
C2Core Network Operations Planning Application (NetOps) v1.x,10/18/2021,10/18/2024,199
Lexicomp v6.x,10/12/2021,10/12/2024,48
Robins Aircraft Status Report (RASR) v2.x,10/8/2021,10/8/2024,14
Decision Tools Suite vVersion 1,,,
Suspense Tracking System v2.x,10/7/2021,10/7/2024,89
T-38A Take Off and Landing (mTOLD) v1.x,10/6/2021,10/6/2024,14
Adobe Captivate 2019 v11.x,10/6/2021,10/6/2024,308
Engine Rotor Stacking and Balancing Software (ERSBS) v2.x,10/6/2021,10/6/2024,32
Mission Manifest Code Generator (MMCG) v1.x,10/6/2021,10/6/2024,172
DTM Toolset v1.0.0.0,,,
ScanSnap Manager vV7.1L25,,,
Polycom Companion v1.x,,,
ScanSanp Manager v7.x,,,
Mighty scope ezImageX3 v7.5.6.5,,,
Adyton Mustr Mobile Platform v1,,,
Stanley Wi-Q WAMS Lock Software v3.x,,,
FICO Xpress Optimizer vForm 9x,,,
E-8C Take Off and Landing (mTOLD) v2.x,9/28/2021,9/28/2024,32
Maple v2021.x,9/28/2021,1/10/2023,4
Robust Automated Scoring System _RASS_ vv9.8 or v9.9,,,
NThread 7.x v7.2,,,
Enterprise Resource Planning Suite _ResPlan_ v1.5x.x,,,
FlexNet Publisher vv2020.x,,,
Tracer TU v11.2.23,,,
OnScreen Control v6.82,,,
SmartBear ReadyAPI v3.x,,,
Box Drive vV2.X,,,
C2Core Network Operations Planning Application _NetOps_ v1.x,,,
ChatLogger v2.4.1,,,
Mission Data Programming Application Tool _ MDPA v5.0.0.15,,,
Cameo Systems Modeler Reader SP1 v19.0,,,
Olympus Dictation Management System v7.2.0,,,
Joint Air-to-Surface Standoff Missile (JASSM) Enterprise Management System (JEMS) v3.x,9/23/2021,9/23/2024,106
Motorola Secure STS v18.50,,,
Modular Integrated Tracking Solution _MITS_ Control Software v2.0.0.3,,,
Adobe Premiere Elements v2021,,,
ArcGIS for Desktop v10.x,,,
Extreme Management Center _XMC_ v8.5.1,,,
Ivanti Security Controls 2020.1 Government - 9.4.34633.0 v13.00.5102,,,
NetBotz MIB v4.1.0,,,
Technical Order (TO) Archive Utility v1.x,9/21/2021,9/21/2024,17
Software Control Center Inventory Shipping (SCCIS) v1.x,9/20/2021,9/20/2024,158
SSH Tectia Client v6.x,9/15/2021,9/15/2024,433
DP Technology Esprit CAM v20.x,9/15/2021,9/15/2024,809
ProPricer (Goverment Edition) v9.x,9/15/2021,9/15/2024,420
ambIT Pump Training v5.x,9/10/2021,9/10/2024,20
OPDEC Critical Path 2020 v20.x,9/7/2021,9/8/2024,354
Puckboard Logging v1.x,9/7/2021,9/7/2024,14
Arbortext ISOView v7.x,9/7/2021,9/7/2024,13
Blade Validate v5.x,,,
MapTiler Desktop v11.X,,,
Epson Scan 2 v6 v6.5.22.0,,,
Ptool v1.5.1,,,
Flat Frog v2.1.4104,,,
Telerik DevCraft v2020.2.617,,,
Hurrtrak Advanced Version 2020 v2020,,,
CEPTOR vV1.XX,,,
CaptureOnTouch V4 v4.1.16,,,
PlotData v4.9,,,
Haivision Media Platform v3.2.1,,,
Camtasia v20.0,,,
Quick Terrain Modeler v8.x,,,
MAAPTK Enterprise Server v2.x,,,
MAAPTK Enterprise v2.x,,,
Windows Video Capture Software v1.1.0.187.0.1,,,
Multi-Tab Statistics  (MtStat) v10.x,8/30/2021,8/30/2024,79
SMART Product Drivers and Ink v12.15 _ 5.6,,,
ShareGate Desktop v13x,,,
Satellite Orbit Analysis Program _SOAP_ v15.x.x,,,
ProRAE Studio II v1.11.9,,,
Microsoft Accessibility Insights vv1.1.1198.01,,,
Electronic RMF Assessment Tool _eRAT_ v1.x,,,
United States Coalition Shared Database _US CSD_ v1.4.3,,,
Aircraft Program Maintenance Systems _APMS_ vv1.x,,,
Accusoft Prizm ActiveX Viewer v10.0,,,
IBM Statistical Package for the Social Sciences _SPSS_ v26,,,
TechView vTV 14,,,
NVIDIA CUDA v10.2,,,
Janus Vizia v4.3,,,
IVC CCTV Relay Server Software _RSS_ v4.x,,,
Stratasys Insight Control Center v14.x,,,
Chemical_Biological Agent Vapor_ Liquid_ and Solid Tracking v3.2.5,,,
Kurzweil v1000,,,
Cisco Digital Network Architecture v1.3.3.0,,,
VMware Horizon View Client v5.4,,,
Citrix Workspace App for Windows v1912,,,
CybelePro v3.X,,,
LogiCameraSettings_2.10.4 v2.10.4,,,
KeyHandler vV5.0.1.1,,,
Intra Enterprise v7.X,,,
MLV File Toolkit v3.x,,,
Confined Spaces Monitoring System _CSMS_ v1.0.0,,,
Python v3.x,,,
2J-F118-3-CD-1 Interactive Electronic Technical Manual _IETM vCurrent Version 26,,,
Amazon Kindle for PC v1.27.56109,,,
Mapper v5.x,,,
Embarcadero Technologies RAD Studio v10.x,,,
MobiKey vFusion 3,,,
Mobile Reach Gateway Server v4.2,,,
Mobile Reach Client v4.2,,,
ChangeGear Suite v7.x,,,
Adobe Animate 2019 v19.2.1,,,
Commvault CommCell Console v11 SP15 HPK21,,,
IBM SPSS Statistic vv26,,,
Audit Utility v2.x,8/26/2021,8/26/2024,526
Beyond Compare Pro Edition v4.x,8/26/2021,8/26/2024,1
Quest KACE Systems Management v11.1.273,,,
HP ScanJet Pro 3000 s3 Basic Device Software v41.x,8/25/2021,8/25/2024,636
HBM Prenscia Licensing Administration Tool v12.x,,,
Reliasoft 2021 v21.x,,,
ScanSnap Home v1.4,,,
SteelHead Accelerator Client v6.1,,,
NLign Smart Tool Connector v7.x,8/20/2021,8/20/2024,10
COGNOS Analytics v11.1.6,,,
Creo View Express v6 .x,,,
Contingency Quarters Management Accountability Platform v1.0,,,
Oracle Forms and Reports v12.x,,,
Statistical Package for the Social Science _SPSS_ v27.x,,,
Platform Characterization Database Management Software (PCDBMS) v1.x,8/16/2021,8/16/2024,31
SMART Notebook v18.1,,,
StorageTek Library Console _SLC_ v6.x,,,
Statistical Analysis System _SAS_ Enterprise v9.x,,,
Team Minot Mobile v2.0,,,
Air Force Connect v4.0,,,
HC-130J Takeoff and Landing (mTOLD) v2.x,8/9/2021,8/9/2024,59
ScanSnap Manager v7.x,,,
F-15E mTOLD v1.x,8/5/2021,8/5/2024,55
Articulate Storyline 3 v3,,,
C-130H eTOLD v1.x,8/2/2021,8/2/2024,132
C-21A eTOLD v1.0.12,8/2/2021,8/2/2024,135
C-5M eTOLD v1.0.29,8/2/2021,8/2/2024,132
ESChat v16.x,7/28/2021,7/28/2024,182
Optical Warhead Lethality Sensor Suite (OWLSS) v1x,7/28/2021,7/28/2024,473
ORCA SMART-Sync v1.x,7/27/2021,7/27/2024,453
Micro Focus StarTeam Client v17.x,7/19/2021,7/19/2024,471
MetaManager Administration Software v5.x,,,
Guestureworks vVersion 2,,,
ATLAS PRAP vVersion 1,,,
Anaconda Individual Edition v2021.x,,,
Tableau Prep v2019.x,,,
Employee Information Management Center v1.x,7/20/2021,7/20/2024,342
Guided Weapons Trajectory Software (GWTS) v7.x,7/20/2021,7/20/2024,312
ASAP Passport Suite Systems v6.01.52,,,
Intelligent Content Tools (icTools) v2.x,7/19/2021,7/19/2024,221
MicroFocus StarTeam Server v17.X,7/19/2021,7/19/2024,471
Surveillance Management and Reporting Tool (SMART) v1.x,7/19/2021,7/19/2024,772
Ground Tactical Datalink System _GTS_ Server vTCM-2019-01.17,,,
Ground Tactical Data Link System _GTS_ Client vTCM-2019-01.17,,,
SmartBear TestComplete v14.x,7/13/2021,7/13/2024,480
C-17 Terrain Awareness and Warning System (TAWS) Tool v2.x,7/8/2021,7/8/2024,90
Flux Framework v2020.x,7/2/2021,7/2/2024,391
Ballistics Tool v2.x,7/2/2021,7/2/2024,21
MasterCam 2021 v23.0.17428.0,,,
Articulate 360 v1.37.21453.0,,,
Riverbed SteelCentral Packet Analyzer Plus v11.x,,,
Fox Grading v1.x,6/22/2021,6/22/2024,278
Stata/MP v17.x,6/22/2021,6/22/2024,348
Dragon Medical Practice Edition v4.1,,,
Job Access With Speech _JAWS_ v2020,,,
Quick Pubs v1.x,6/17/2021,6/16/2024,264
UltraEdit v28.x,6/17/2021,6/17/2024,6
SparX Enterprise Architect (EA) Ultimate v15.x,6/11/2021,6/11/2024,141
Sparx Enterprise Architect Ultimate Edition v15.x,,,
Benthic Golden v7x,,,
Roxio Secure Burn Enterprise v4,,,
vConnect v8,,,
BriefCatch v2.x,6/11/2021,6/11/2024,412
Product Data Management (PDM) Utility v1.x,6/8/2021,6/8/2024,33
Joint Windows Warfare Assessment Model (JWinWAM) v2.x,6/8/2021,6/8/2024,180
MapInfo Pro v19.x,6/8/2021,6/8/2024,419
UH-1N Takeoff and Landing Data (TOLD) v1.x,6/8/2021,6/9/2024,222
Automated Weight and Balance System (AWBS) v11.x,6/7/2021,6/7/2024,27
Enthought Deployment Manager (EDM) v3.x,6/4/2021,6/4/2024,218
